lon,lat,precip_1d,precip_3d,NDVI,NDWI,landcover,elevation,slope,aspect,upstream_area,TWI,target
119.76451657292,-5.65152603121694,0.0,55.2205142974854,2076.0,0.131425783038139,12.0,46.0,1.09745240211487,238.11998143227,1.51220166683197,4.36867981139274,1
119.771253937551,-5.65152603121694,0.0,55.2205142974854,1814.0,0.12637834250927,12.0,50.0,1.62267518043518,180.0,0.208427399396896,1.9957189189166,1
119.84087337207,-5.65152603121694,0.0,47.4783535003662,1176.0,0.0636965706944465,17.0,7.0,0.780717611312866,116.453520535557,0.0212678667157888,0.445148889723327,1
119.658964527036,-5.64928024300664,0.0,71.2362632751465,543.0,0.0407967306673526,11.0,6.0,0.368229031562805,251.648592808208,0.0127607379108667,0.68588119024468,1
119.661210315246,-5.64928024300664,0.0,71.2362632751465,543.0,0.0641106590628624,16.0,4.0,0.164359018206596,134.860492908755,0.155255228281021,3.99124144827893,1
119.663456103456,-5.64928024300664,0.0,71.2362632751465,543.0,0.0641106590628624,16.0,5.0,0.349502623081207,270.0,0.0148875266313552,0.892227218350215,1
119.76676236113,-5.64928024300664,0.0,65.1530456542969,2544.5,0.144884422421455,12.0,52.0,1.35664129257202,239.159197132327,0.0297751240432262,0.228946055203113,1
119.798203396074,-5.64928024300664,0.0,65.1530456542969,1970.0,0.131002977490425,12.0,36.0,1.39582967758179,175.213211854857,0.174397796392441,1.96812371243695,1
119.658964527036,-5.64703445479634,0.0,71.2362632751465,543.0,0.0407967306673526,11.0,7.0,0.626937627792358,291.705442464933,3.41992115974426,5.74471277249174,1
119.663456103456,-5.64703445479634,0.0,71.2362632751465,543.0,0.0641106590628624,16.0,4.0,0.0,0.0,0.238200351595879,5.47311213297334,1
119.771253937551,-5.64703445479634,0.0,65.1530456542969,2544.5,0.136209681630134,12.0,60.0,0.883544683456421,203.29970305869,0.229696810245514,2.70096605099465,1
119.773499725761,-5.64703445479634,0.0,65.1530456542969,1553.5,0.126012280583382,12.0,63.0,0.93469625711441,187.159410672409,0.0297752972692251,0.601595730376993,1
119.658964527036,-5.64478866658604,0.0,71.2362632751465,543.0,0.0647782683372497,11.0,4.0,0.939110517501831,277.090810767607,3.43480920791626,5.34492089942338,1
119.661210315246,-5.64478866658604,0.0,71.2362632751465,543.0,0.0509837120771408,11.0,8.0,0.366797059774399,198.518684180893,3.31358170509338,6.24918954882674,1
119.663456103456,-5.64478866658604,0.0,71.2362632751465,543.0,0.0509837120771408,11.0,5.0,0.493064314126968,134.860712662542,6.56548643112183,6.63714453763872,1
119.777991302182,-5.64478866658604,0.0,65.1530456542969,1553.5,0.119692720472813,12.0,62.0,0.938061356544495,119.625027762055,0.0957067087292671,1.76561064786574,1
119.656718738825,-5.64254287837574,0.0,71.2362632751465,543.0,0.0647782683372497,11.0,2.0,0.908021032810211,230.331264904623,0.0170145388692617,0.070943904830555,1
119.658964527036,-5.64254287837574,0.0,71.2362632751465,543.0,0.0509837120771408,11.0,6.0,0.780708014965057,243.546128881915,0.014887711033225,0.0884999640658134,1
119.661210315246,-5.64254287837574,0.0,71.2362632751465,543.0,0.0509837120771408,11.0,8.0,0.16435806453228,314.860822474166,0.0085072629153728,1.08709711322252,1
119.663456103456,-5.64254287837574,0.0,71.2362632751465,3281.0,0.0432871170341968,16.0,7.0,0.657405197620392,134.860822474166,3.03284549713135,5.57713907859954,1
119.665701891667,-5.64254287837574,0.0,71.2362632751465,3281.0,0.0432871170341968,16.0,4.0,0.96032851934433,103.970888139305,6.02528142929077,5.88457735032438,1
119.663456103456,-5.64029709016545,0.0,71.2362632751465,89.5,0.0551078207790851,16.0,9.0,0.11593621224165,180.0,0.0106341410428285,1.65925513321915,1
119.665701891667,-5.64029709016545,0.0,71.2362632751465,89.5,0.0551078207790851,16.0,7.0,0.778435289859772,153.323532280401,0.0574244856834411,1.44135035954627,1
119.670193468087,-5.64029709016545,0.0,71.2362632751465,89.5,0.0698825642466545,16.0,5.0,0.328712791204453,225.139067757723,0.957078397274017,5.11691690692532,1
119.674685044508,-5.64029709016545,0.0,71.2362632751465,3047.0,0.101626388728619,10.0,6.0,0.164357751607895,45.1390677577229,0.0148877976462244,1.64672068537965,1
119.658964527036,-5.63805130195515,0.0,71.2362632751465,483.0,0.0546739920973777,9.0,8.0,0.164357423782349,45.1389580334906,118.826972961426,10.6316044577366,1
119.661210315246,-5.63805130195515,0.0,71.2362632751465,483.0,0.0546739920973777,9.0,6.0,0.463735342025757,180.0,0.157386362552643,2.96759481298858,1
119.672439256298,-5.63805130195515,0.0,71.2362632751465,3047.0,0.101626388728619,10.0,6.0,0.591251611709595,348.636502121325,0.706110954284668,4.22572218671197,1
119.775745513971,-5.63805130195515,0.0,65.1530456542969,1861.0,0.135972231626511,12.0,74.0,0.811500310897827,180.0,0.0276488736271858,0.668860315319655,1
119.777991302182,-5.63805130195515,0.0,65.1530456542969,1861.0,0.135972231626511,12.0,72.0,1.14260697364807,155.934198926372,0.0319025591015815,0.469712867849467,1
119.658964527036,-5.63580551374485,0.0,71.2362632751465,483.0,0.0923727452754974,9.0,6.0,0.582478165626526,270.0,0.0127610331401228,0.22729705482692,1
119.661210315246,-5.63580551374485,0.0,71.2362632751465,483.0,0.0923727452754974,9.0,11.0,0.2602479159832,243.545866307063,0.0106341931968927,0.850659970916849,1
119.672439256298,-5.63580551374485,0.0,71.2362632751465,3047.0,0.121959760785103,9.0,3.0,0.347804844379425,180.0,0.165894165635109,3.30792318008456,1
119.773499725761,-5.63580551374485,0.0,65.1530456542969,1861.0,0.162121891975403,12.0,76.0,0.743722796440125,218.795342172217,0.0148878814652562,0.137049976706452,1
119.777991302182,-5.63580551374485,0.0,65.1530456542969,1861.0,0.13865926861763,12.0,77.0,0.991056501865387,159.35249013441,0.027648951858282,0.468943499114909,1
119.658964527036,-5.63355972553455,0.0,71.2362632751465,483.0,0.0923727452754974,9.0,8.0,0.259492009878159,153.323796283038,59.4081687927246,9.48168123373496,1
119.661210315246,-5.63355972553455,0.0,71.2362632751465,483.0,0.0923727452754974,9.0,7.0,0.62473064661026,338.102740474136,0.042536973953247,1.36124041606604,1
119.665701891667,-5.63355972553455,0.0,71.2362632751465,89.5,0.103667430579662,9.0,7.0,0.11593621224165,0.0,0.0233953613787889,2.44772322587814,1
119.667947679877,-5.63355972553455,0.0,71.2362632751465,89.5,0.103667430579662,9.0,10.0,0.520483493804932,296.454221148774,0.023395337164402,0.945978017913741,1
119.670193468087,-5.63355972553455,0.0,71.2362632751465,3047.0,0.121959760785103,9.0,11.0,0.259492009878159,26.6762037166684,0.0659324377775192,2.67812476375725,1
119.777991302182,-5.63355972553455,0.0,65.1530456542969,1861.0,0.13865926861763,12.0,80.0,0.778433501720428,153.323796283332,0.0170148145407438,0.224966272851789,1
119.658964527036,-5.63131393732425,0.0,71.2362632751465,2764.5,0.114486999809742,9.0,8.0,0.231871470808983,180.0,59.2103729248047,9.59089031666364,1
119.753287631868,-5.63131393732425,0.0,65.1530456542969,4127.0,0.186507761478424,12.0,77.0,0.838778793811798,236.437778880414,0.0297760460525751,0.709912753023297,1
119.755533420079,-5.63131393732425,0.0,65.1530456542969,4127.0,0.186507761478424,12.0,80.0,0.518972992897034,206.67611578631,0.0106342863291502,0.160431112212538,1
119.76451657292,-5.63131393732425,0.0,65.1530456542969,2372.5,0.164948791265488,12.0,80.0,0.70527046918869,170.492613777287,0.180784419178963,2.68690035069174,1
119.76676236113,-5.63131393732425,0.0,65.1530456542969,2372.5,0.160147681832314,13.0,78.0,0.927409946918488,180.0,0.448778003454208,3.32227227058231,1
119.773499725761,-5.63131393732425,0.0,65.1530456542969,1843.5,0.14130587875843,13.0,78.0,0.736407339572906,251.648068063546,0.30839791893959,3.17777937627422,1
119.760024996499,-5.62457657269335,0.0,65.1530456542969,3507.0,0.189620494842529,12.0,89.0,0.778431057929993,206.675852204733,0.0361570641398429,0.97875734587464,1
119.76900814934,-5.62457657269335,0.0,65.1530456542969,2142.5,0.179802015423775,12.0,89.0,0.676855385303497,148.91407470279,0.763563334941864,4.16871888069823,1
119.762270784709,-5.62233078448306,0.0,65.1530456542969,3507.0,0.189620494842529,12.0,93.0,1.00041651725769,234.592941445693,0.0319033749401569,0.602665426238995,1
119.571378786834,-5.61110184343156,0.0,78.2017822265625,747.5,0.0435828641057014,17.0,1.0,0.698933839797974,270.0,0.227579191327095,2.92611954418421,1
119.676930832718,-5.60885605522126,0.0,71.2362632751465,1922.5,0.151727899909019,12.0,9.0,0.232987329363823,270.0,0.0127616059035062,1.14367850599084,1
119.670193468087,-5.60436447880067,0.0,71.2362632751465,2322.5,0.187685504555702,12.0,9.0,0.231871470808983,180.0,0.0106347668915987,0.966166822243448,1
119.672439256298,-5.60436447880067,0.0,71.2362632751465,3997.5,0.183166265487671,12.0,8.0,0.478142201900482,165.898999548876,0.123363971710205,2.69343467441539,1
119.670193468087,-5.60211869059037,0.0,71.2362632751465,2322.5,0.199976950883865,12.0,9.0,0.232984662055969,270.0,1.20602309703827,5.6923323588507,1
119.564641422203,-5.59987290238007,0.0,85.0292301177979,4922.0,0.098620980978012,17.0,0.0,0.0,0.0,0.061682391911745,4.12199850787647,1
119.562395633993,-5.59762711416977,0.0,85.0292301177979,4922.0,0.098620980978012,17.0,2.0,1.04331195354462,180.0,0.0255237370729446,0.33756981308961,1
119.564641422203,-5.59762711416977,0.0,85.0292301177979,4922.0,0.098620980978012,17.0,0.0,1.04979240894318,173.62969083725,0.078698344528675,1.45738945578492,1
120.137317415829,-5.58415238490798,0.0,32.755747795105,6190.93061957015,-0.0044227656908333,17.0,3.0,1.14258885383606,155.936231097267,0.0319899730384349,1.04209752230915,1
120.386599907173,-5.57741502027708,6.51689529418945,39.1013717651367,6190.93061957015,0.0652424246072769,17.0,13.0,1.16273534297943,233.26048305393,0.053885381668806,0.976418342157502,1
120.038502734576,-5.57516923206678,0.0,39.6934099197388,6190.93061957015,-0.060298915952444,17.0,5.0,0.844271719455719,196.017281381145,4.05588912963867,5.61760540953829,1
120.162021086143,-5.56169450280499,0.0,37.467903137207,2787.5,0.166138961911201,12.0,7.0,0.260220944881439,63.5429121675318,51.023380279541,9.32672827464541,1
120.164266874353,-5.56169450280499,0.0,37.467903137207,2787.5,0.166138961911201,12.0,6.0,0.463735342025757,180.0,50.5639152526855,8.73988458631053,1
120.168758450774,-5.56169450280499,0.0,37.467903137207,2574.5,0.15404024720192,13.0,7.0,0.349449425935745,270.0,0.214838415384293,3.5617419075499,1
120.162021086143,-5.55944871459469,0.0,37.467903137207,2787.5,0.166138961911201,12.0,7.0,0.366791576147079,161.483875872845,0.440321296453476,4.23092420955328,1
120.168758450774,-5.55944871459469,0.0,37.467903137207,2574.5,0.15404024720192,13.0,10.0,0.32868954539299,225.135036924081,0.0106355631723999,0.617305722621764,1
120.159775297932,-5.55720292638439,0.0,37.467903137207,2513.5,0.16805824637413,12.0,14.0,1.04979157447815,173.630121476896,0.402033179998398,3.08830275338303,1
120.162021086143,-5.55720292638439,0.0,37.467903137207,2513.5,0.150389149785042,12.0,10.0,1.2803955078125,185.218816866918,0.423304408788681,2.94122774417939,1
120.166512662563,-5.55720292638439,0.0,37.467903137207,2414.5,0.144058853387833,12.0,14.0,0.985980272293091,134.865071190422,25.0543575286865,7.2832949442636,1
120.168758450774,-5.55720292638439,0.0,37.467903137207,2414.5,0.144058853387833,12.0,9.0,0.581414818763733,233.259548674742,50.0831909179688,8.50416888388875,1
120.171004238984,-5.55720292638439,0.0,37.467903137207,2414.5,0.139890700578689,12.0,13.0,0.907170593738556,219.938344345977,0.0425424575805664,0.988315458672666,1
119.515234081577,-5.55495713817409,0.0,74.4540309906006,6190.93061957015,0.0889442712068557,17.0,0.0,0.349445462226868,270.0,0.0085085183382034,0.332934880512885,1
120.164266874353,-5.55495713817409,0.0,37.467903137207,2513.5,0.150389149785042,12.0,19.0,0.518959105014801,153.326939669478,0.0319070145487785,1.25920041124371,1
120.171004238984,-5.55495713817409,0.0,37.467903137207,2414.5,0.139890700578689,12.0,16.0,0.743681728839874,218.791408668314,0.0340341553092002,0.963922234144177,1
119.515234081577,-5.55271134996379,0.0,74.4540309906006,6190.93061957015,0.0885628387331962,17.0,0.0,0.0,0.0,0.021271338686347,3.05736056500066,1
120.159775297932,-5.55271134996379,0.0,37.467903137207,2513.5,0.134166195988655,12.0,22.0,0.518958687782288,153.327026336101,0.655167460441589,4.28126620559309,1
120.162021086143,-5.55271134996379,0.0,37.467903137207,2513.5,0.134166195988655,12.0,22.0,0.676832795143127,148.917247602174,0.0170170981436967,0.364974796643982,1
120.168758450774,-5.55271134996379,0.0,37.467903137207,2414.5,0.155878216028214,12.0,19.0,0.49302476644516,225.134712709973,0.818971693515778,4.55569239517435,1
120.157529509722,-5.55046556175349,0.0,37.467903137207,2513.5,0.148873865604401,12.0,24.0,0.368172287940979,108.354337396605,0.014889994636178,0.840351685296721,1
120.162021086143,-5.55046556175349,0.0,37.467903137207,2513.5,0.134166195988655,12.0,23.0,0.580646276473999,143.000796741479,24.0715961456299,7.7728388185385,1
120.168758450774,-5.55046556175349,0.0,37.467903137207,2414.5,0.155878216028214,12.0,16.0,0.116482228040695,90.0,1.48478901386261,6.59351483791899,1
120.162021086143,-5.5482197735432,0.0,47.1267890930176,3510.0,0.136245265603065,13.0,26.0,0.328686445951462,134.865503215268,48.0644874572754,9.03341062760433,1
120.171004238984,-5.5482197735432,0.0,47.1267890930176,4005.5,0.143821075558662,12.0,19.0,0.347804844379425,180.0,1.25292932987213,5.32981270403351,1
120.146300568671,-5.5459739853329,0.0,47.1373157501221,2412.5,0.142530396580696,12.0,29.0,0.65735000371933,134.865611112641,3.10579252243042,5.60099068343105,1
120.150792145091,-5.5459739853329,0.0,47.1267890930176,2412.5,0.125934630632401,12.0,32.0,0.478139311075211,165.900383456397,0.0212716236710548,0.93567557777871,1
120.153037933301,-5.5459739853329,0.0,47.1267890930176,2412.5,0.125934630632401,12.0,30.0,0.581407785415649,126.74096896895,0.219099059700966,3.07226421653768,1
120.159775297932,-5.5459739853329,0.0,47.1267890930176,3510.0,0.136245265603065,13.0,29.0,0.65735000371933,134.865611112274,47.9836578369141,8.33858225110233,1
120.162021086143,-5.5459739853329,0.0,47.1267890930176,3510.0,0.136245265603065,13.0,25.0,0.419368773698807,123.56612802064,24.026927947998,8.09638892431023,1
120.150792145091,-5.5437281971226,0.0,47.1267890930176,2412.5,0.112395018339157,12.0,34.0,0.580643892288208,143.001107894774,0.233990460634232,3.13933543168977,1
120.166512662563,-5.5437281971226,0.0,47.1267890930176,4005.5,0.127457812428474,12.0,24.0,0.493021041154861,134.865718966148,0.0127630354836583,0.394203570756102,1
120.204691062138,-5.5437281971226,6.34163618087769,50.7330889701843,4319.0,0.13187800347805,13.0,5.0,0.259483873844147,206.672627346881,0.0106358621269464,0.853757081124071,1
120.206936850349,-5.5437281971226,6.34163618087769,50.7330889701843,4319.0,0.13187800347805,13.0,6.0,0.116480909287929,270.0,0.0106358602643013,1.65472953187283,1
119.436631494216,-5.5414824089123,0.0,80.8570022583008,4185.0,0.1187344789505,9.0,6.0,0.366790443658829,341.48439604848,0.0106358891353011,0.507656667343764,1
120.148546356881,-5.5414824089123,0.0,47.1373157501221,1911.5,0.13577039539814,12.0,38.0,0.478139072656631,165.900485366767,0.0872147753834724,2.34667587297001,1
120.162021086143,-5.5414824089123,0.0,47.1267890930176,2388.5,0.12508787214756,13.0,30.0,0.581404983997345,126.741175735262,1.03595817089081,4.62582712668381,1
120.164266874353,-5.5414824089123,0.0,47.1267890930176,2388.5,0.12508787214756,13.0,27.0,0.51895672082901,153.327459144568,1.06361150741577,4.76580460686322,1
120.168758450774,-5.5414824089123,0.0,47.1267890930176,2388.5,0.111249305307865,12.0,25.0,0.493020087480545,134.865826776891,0.0106358891353011,0.211886414800831,1
120.184478968246,-5.5414824089123,0.0,47.1267890930176,2945.5,0.1159323528409,12.0,16.0,0.493020087480545,45.1341732231094,0.0446706935763359,1.64697002692076,1
120.211428426769,-5.5414824089123,6.34163618087769,50.7330889701843,2442.0,0.113832361996174,11.0,7.0,0.838688254356384,303.566326737087,0.0170174092054367,0.150553360694936,1
119.436631494216,-5.539236620702,0.0,80.8570022583008,4185.0,0.1187344789505,9.0,2.0,0.582380950450897,270.0,0.0148902703076601,0.38177573795184,1
120.110367957306,-5.539236620702,0.0,47.1373157501221,3961.5,0.167136251926422,12.0,67.0,1.39096307754517,180.0,0.0574342086911201,0.860918930581207,1
120.150792145091,-5.539236620702,0.0,47.1267890930176,1911.5,0.123568288981915,12.0,40.0,0.744438290596008,128.529079821858,0.0148902796208858,0.136249354994171,1
120.162021086143,-5.539236620702,0.0,47.1267890930176,2388.5,0.12508787214756,13.0,31.0,0.463735342025757,180.0,0.984905898571014,4.80143722489975,1
120.168758450774,-5.539236620702,0.0,47.1267890930176,2388.5,0.111249305307865,12.0,27.0,0.83717805147171,146.186068239658,0.0276533775031566,0.637866894936008,1
120.182233180035,-5.539236620702,0.0,47.1267890930176,2945.5,0.1159323528409,12.0,18.0,0.626836895942688,68.2908931402701,0.0127630941569805,0.154058431294409,1
120.211428426769,-5.539236620702,6.34163618087769,50.7330889701843,1548.5,0.121464617550373,11.0,5.0,0.676828742027283,328.917819971953,0.0127630895003676,0.0773195462739636,1
120.21367421498,-5.539236620702,6.34163618087769,50.7330889701843,1548.5,0.121464617550373,11.0,6.0,0.883518993854523,336.704170604099,0.0233989655971527,0.416926724787476,1
119.441123070637,-5.5369908324917,0.0,80.8570022583008,4608.0,0.116967417299747,17.0,8.0,0.116479597985744,90.0,0.0085087772458791,1.43160770219993,1
119.443368858847,-5.5369908324917,0.0,80.8570022583008,4608.0,0.116967417299747,17.0,3.0,0.582378745079041,90.0,1.94420826435089,5.25368163602132,1
119.445614647057,-5.5369908324917,0.0,80.8570022583008,4608.0,0.109900996088982,17.0,3.0,0.465908765792847,270.0,0.0212719123810529,0.961602625054826,1
120.157529509722,-5.5369908324917,0.0,47.1267890930176,2716.0,0.113353736698627,12.0,36.0,0.733550310134888,161.484525828726,0.0297807455062866,0.844138201501481,1
120.159775297932,-5.5369908324917,0.0,47.1267890930176,2716.0,0.113353736698627,12.0,35.0,0.844267606735229,163.983693117597,0.878546357154846,4.0879537463493,1
120.162021086143,-5.5369908324917,0.0,47.1267890930176,2388.5,0.106473676860332,12.0,34.0,0.67682808637619,148.917915231695,0.0382895693182945,1.17594066014839,1
120.168758450774,-5.5369908324917,0.0,47.1267890930176,2388.5,0.100569747388363,12.0,31.0,0.366790175437927,161.484525828726,0.0106359738856554,0.507665366934462,1
120.171004238984,-5.5369908324917,0.0,47.1267890930176,3041.5,0.106281809508801,12.0,30.0,0.418610870838165,146.186167855514,0.185066863894463,3.23198457865011,1
120.188970544666,-5.5369908324917,0.0,47.1267890930176,2266.0,0.116413488984108,12.0,12.0,0.36816480755806,71.6452758581908,4.17378091812134,6.47626011619808,1
119.510742505156,-5.5347450442814,0.0,96.9714775085449,2955.5,0.134085491299629,12.0,3.0,0.821659445762634,134.866149947033,1.19125080108643,4.41959152800804,1
120.155283721512,-5.5347450442814,0.0,47.1267890930176,2716.0,0.12069109082222,12.0,41.0,0.84426736831665,163.983750231939,0.389281183481216,3.27398727323125,1
120.159775297932,-5.5347450442814,0.0,47.1267890930176,2716.0,0.113353736698627,12.0,38.0,0.743671834468842,141.209539317111,0.446718961000443,3.53850062630179,1
120.162021086143,-5.5347450442814,0.0,47.1267890930176,2388.5,0.106473676860332,12.0,36.0,0.676827371120453,148.918010452803,0.0148904025554656,0.231481081107649,1
120.166512662563,-5.5347450442814,0.0,47.1267890930176,2388.5,0.100569747388363,12.0,34.0,0.626832842826843,111.70925491239,0.0872155353426933,2.07588963314679,1
120.168758450774,-5.5347450442814,0.0,47.1267890930176,3041.5,0.106281809508801,12.0,30.0,0.164342701435089,134.866149947033,0.0978515297174453,3.52972165916922,1
120.171004238984,-5.5347450442814,0.0,47.1267890930176,3041.5,0.106281809508801,12.0,29.0,0.52041232585907,63.5418790544143,0.227611064910889,3.22121634972727,1
120.240623673503,-5.5347450442814,6.34163618087769,50.7330889701843,2206.0,0.118608340620994,11.0,4.0,0.821659445762634,314.866149947033,0.0276535730808973,0.656587345532747,1
120.249606826344,-5.5347450442814,6.34163618087769,50.7330889701843,2206.0,0.0757207348942756,11.0,5.0,0.418610394001007,33.8137325686596,0.0148903969675302,0.71198503789858,1
120.251852614555,-5.5347450442814,5.27952337265015,42.236186504364,2206.0,0.0757207348942756,11.0,4.0,0.518955528736115,333.327718408364,0.0127631975337862,0.342947262414606,1
